,Compound Score,Counter,Date,Negative Score,Neutral Score,Positive Score,Source Account,Text
75,0.0,76,Fri Jan 12 01:02:20 +0000 2018,0.0,1.0,0.0,951620323585216512,"""Brooklyn Real Estate Prices Climb Higher"" by STEFANOS CHEN via @NYT Real Estate https://t.co/wT9w3719T7 https://t.co/dQJdQBHBwP"
76,-0.5267,77,Fri Jan 12 00:51:24 +0000 2018,0.288,0.531,0.181,951617573325557760,RT @NYT: Editorial: The Trump Plan to Hurt the Poor by Pretending to Help Them. https://t.co/WVl9Uvzopz
77,0.0,78,Fri Jan 12 00:45:21 +0000 2018,0.0,1.0,0.0,951616052181348352,"RT @PamelaScully: Opinion from @NYT ""How I Learned to Look Believable"" to pursue a claim of #MeTooPhD https://t.co/xmxQyxyhRQ"
78,0.0,79,Fri Jan 12 00:43:26 +0000 2018,0.0,1.0,0.0,951615570763567104,"""A Wall St. Executive’s Downfall Seemed Sudden. It Was Years in the Making."" via @NYT The New York Times… https://t.co/QB4Wpf1r9m"
79,0.5574,80,Fri Jan 12 00:43:23 +0000 2018,0.0,0.581,0.419,951615558478417920,@NYT Anything positive on the subject?
80,-0.8934,81,Fri Jan 12 00:35:18 +0000 2018,0.493,0.507,0.0,951613520541450240,"@ProfessorsBlogg @NYT Assange attack ongoing-sustained campaign to destroy #wikileaks
Brutal anything goes campaign… https://t.co/miZElCFD1Y"
81,-0.34,82,Fri Jan 12 00:34:07 +0000 2018,0.375,0.625,0.0,951613222485884928,"@NYT, fire bigot writer. https://t.co/j93j02Eqf7"
82,-0.8402,83,Fri Jan 12 00:33:17 +0000 2018,0.428,0.468,0.104,951613015975219205,@CharlesMBlow Right: there's no mystery about Trump supporters: it's the racism stupid. Could @NYT finally stop wit… https://t.co/CetkexQpir
83,-0.6688,84,Fri Jan 12 00:29:35 +0000 2018,0.298,0.613,0.088,951612084319653888,@NancyPelosi @FoxNews @cnn @nyt @washingtonpost Nancy P's ignorance &amp; stupidity goes to new lows! Please keep leading dems....off the cliff!
84,0.6486,85,Fri Jan 12 00:29:07 +0000 2018,0.0,0.762,0.238,951611965327183873,"""Facebook Overhauls News Feed to Focus on What Friends and Family Share"" via @NYT The New York Times… https://t.co/QbhKexAuMg"
85,0.4019,86,Fri Jan 12 00:28:08 +0000 2018,0.0,0.426,0.574,951611720623063041,To @NYT Yes.
86,0.3612,87,Fri Jan 12 00:22:38 +0000 2018,0.0,0.857,0.143,951610335772934144,@brhodes @BarackObama @FoxNews @POTUS @TheJusticeDept @CNN @NYT @washingtonpost Seems like team Obama may have aide… https://t.co/aXR4N6tOXN
87,-0.7269,88,Fri Jan 12 00:19:06 +0000 2018,0.276,0.724,0.0,951609445607501825,@passantino @tahfromslc Sad to see @latimes beside @NYT in bowdlerizing such awful words from the President’s mouth… https://t.co/iaEkZYPRGO
88,-0.296,89,Fri Jan 12 00:17:16 +0000 2018,0.087,0.913,0.0,951608984821100544,RT @PrensaBasave: El caso Chihuahua es de tal importancia que tomó la primera plana del @NYT y mediáticamente ya no lo van a poder parar. E…
89,-0.296,90,Fri Jan 12 00:02:57 +0000 2018,0.087,0.913,0.0,951605382274691072,RT @PrensaBasave: El caso Chihuahua es de tal importancia que tomó la primera plana del @NYT y mediáticamente ya no lo van a poder parar. E…
